id	rate	linear	gaussian	random	outliers	bigGap	range350	range750up	gamma2.2	gamma.45
18051	0.067	7190	0.55	5830	10	445	309	844	76701.4473	2451.445389
18053	0.111	7200	0.81	5160	54	339	301	827	76936.33466	2452.994584
18055	0.071	7210	0.75	5069	43	372	174	988	77171.61383	2454.542605
18057	0.061	7220	-0.24	6055	3	444	337	934	77407.28491	2456.089456
18059	0.078	7230	-1.4	3445	87	475	316	794	77643.34801	2457.635139
18061	0.078	7240	2.3	201	84	419	220	979	77879.80324	2459.179656
18063	0.068	7250	-0.29	436	97	422	289	793	78116.65072	2460.72301
18065	0.12	7260	0.38	7704	31	436	28	913	78353.89054	2462.265203
18067	0.119	7270	0.024	9725	54	448	153	797	78591.52282	2463.806238
18069	0.111	7280	-1.7	1321	94	408	251	942	78829.54766	2465.346117
18071	0.101	7290	1.3	1614	96	391	108	879	79067.96517	2466.884842
18073	0.087	7300	0.31	6700	22	402	343	843	79306.77547	2468.422417
18075	0.104	7310	-1.5	1909	57	343	197	869	79545.97865	2469.958844
18077	0.095	7320	1.2	2373	84	346	275	962	79785.57483	2471.494124
18079	0.122	7330	-1.3	8416	32	378	184	990	80025.56411	2473.028261
18081	0.074	7340	2.8	7826	21	500	233	761	80265.9466	2474.561257
18083	0.066	7350	-0.52	263	81	437	44	790	80506.72241	2476.093114
18085	0.11	7360	-2.3	7563	75	497	206	806	80747.89164	2477.623834
18087	0.14	7370	0.37	553	61	425	15	950	80989.4544	2479.15342
18089	0.094	7380	-0.14	6993	93	370	194	840	81231.41081	2480.681875
18091	0.107	7390	0.0044	8700	67	482	176	807	81473.76095	2482.209201
18093	0.111	7400	-0.98	4085	62	309	47	838	81716.50495	2483.7354
18095	0.097	7410	-0.22	8438	27	303	73	791	81959.64291	2485.260474
18097	0.084	7420	-1.6	2171	37	452	193	904	82203.17493	2486.784426
18099	0.114	7430	-1.2	1649	86	443	10	838	82447.10113	2488.307258
18101	0.063	7440	1.9	7262	40	405	144	852	82691.4216	2489.828972
18103	0.123	7450	-0.91	6328	82	401	252	979	82936.13645	2491.349571
18105	0.056	7460	-1.4	1934	16	440	306	871	83181.24579	2492.869058
18107	0.097	7470	-0.13	1124	32	373	173	853	83426.74973	2494.387434
18109	0.075	7480	-1.4	8521	82	314	282	972	83672.64837	2495.904701
18111	0.089	7490	-0.043	9454	26	340	298	951	83918.94182	2497.420862
18113	0.145	7500	1.9	434	71	386	28	821	84165.63017	2498.93592
18115	0.105	7510	0.48	5461	67	419	5	867	84412.71355	2500.449876
18117	0.092	7520	-1	1631	58	442	28	867	84660.19204	2501.962734
18119	0.081	7530	-1	588	28	433	106	829	84908.06577	2503.474494
18121	0.083	7540	0.49	6299	21	470	261	752	85156.33483	2504.985159
18123	0.088	7550	-0.093	5493	31	416	346	834	85404.99932	2506.494732
18125	0.087	7560	0.091	1892	6	353	296	784	85654.05936	2508.003215
18127	0.082	7570	1.2	7355	46	339	269	963	85903.51505	2509.51061
18129	0.07	7580	0.13	2734	61	465	272	869	86153.36649	2511.016919
18131	0.095	7590	0.21	3128	14	450	292	981	86403.61378	2512.522144
18133	0.082	7600	0.8	7327	82	438	289	842	86654.25704	2514.026288
18135	0.102	7610	1.6	4908	19	425	18	864	86905.29636	2515.529354
18137	0.091	7620	-1.5	8716	7	395	182	942	87156.73185	2517.031342
18139	0.095	7630	-0.23	5629	48	332	255	760	87408.56361	2518.532255
18141	0.104	7640	-0.95	2129	3	431	172	887	87660.79175	2520.032096
18143	0.121	7650	-0.56	224	18	369	3	918	87913.41637	2521.530866
18145	0.088	7660	-0.47	7155	69	345	139	856	88166.43758	2523.028568
18147	0.081	7670	0.32	4424	31	340	205	942	88419.85547	2524.525204
18149	0.126	7680	1.4	1608	8	416	297	824	88673.67016	2526.020776
18151	0.129	7690	1.5	2086	43	373	292	923	88927.88174	2527.515286
18153	0.093	7700	0.21	2856	98	463	330	768	89182.49032	2529.008736
18155	0.07	7710	0.38	8498	98	409	259	874	89437.49601	2530.501129
18157	0.085	7720	-1.1	7178	1	403	226	765	89692.89889	2531.992467
18159	0.103	7730	-0.18	3976	72	347	175	884	89948.69909	2533.482751
18161	0.086	7740	-0.66	9629	7	326	183	863	90204.8967	2534.971984
18163	0.074	7750	-0.28	3604	26	369	40	886	90461.49182	2536.460168
18165	0.108	7760	-1.2	7094	36	491	108	861	90718.48456	2537.947304
18167	0.092	7770	-0.19	7810	18	377	19	902	90975.87501	2539.433396
18169	0.12	7780	-0.95	259	27	316	59	851	91233.66329	2540.918445
18171	0.101	7790	-0.41	1666	56	456	346	813	91491.84949	2542.402453
18173	0.069	7800	-0.1	7686	90	312	96	765	91750.43372	2543.885423
18175	0.112	7810	-2.2	7198	86	429	208	754	92009.41608	2545.367355
18177	0.109	7820	0.2	7346	87	324	335	937	92268.79666	2546.848254
18179	0.091	7830	-0.49	875	51	364	107	841	92528.57558	2548.328119
18181	0.094	7840	0.86	2488	30	416	44	956	92788.75293	2549.806954
18183	0.116	7850	-0.16	1689	54	418	321	765	93049.32882	2551.28476
19001	0.051	7860	-0.31	1497	50	342	34	965	93310.30334	2552.76154
19003	0.06	7870	1.8	3841	84	416	49	765	93571.67661	2554.237296
19005	0.093	7880	0.15	4314	7	338	107	801	93833.44871	2555.712029
19007	0.094	7890	0.45	5480	7	409	59	965	94095.61976	2557.185741
19009	0.051	7900	0.074	6293	66	415	144	909	94358.18984	2558.658435
19011	0.058	7910	0.95	3308	40	341	74	963	94621.15907	2560.130113
19013	0.058	7920	-1.3	8461	10	319	93	781	94884.52755	2561.600776
19015	0.059	7930	-0.89	6362	72	487	89	884	95148.29537	2563.070427
19017	0.05	7940	-0.29	6167	4	326	311	757	95412.46264	2564.539067
19019	0.059	7950	-1.7	8573	68	471	177	853	95677.02946	2566.006698
19021	0.055	7960	-1.1	332	72	490	64	903	95941.99592	2567.473323
19023	0.06	7970	-2.8	9213	98	424	198	790	96207.36213	2568.938944
19025	0.054	7980	-0.22	2720	48	489	252	791	96473.12819	2570.403561
19027	0.042	7990	1.3	2687	50	389	339	783	96739.2942	2571.867178
19029	0.058	8000	-0.063	4292	33	489	159	936	97005.86026	2573.329796
19031	0.057	8010	1.3	9912	54	337	345	826	97272.82646	2574.791417
19033	0.067	8020	-0.52	7176	36	314	132	980	97540.19292	2576.252043
19035	0.044	8030	-0.22	345	39	310	312	955	97807.95972	2577.711676
19037	0.084	8040	-0.063	5371	4	309	100	864	98076.12698	2579.170318
19039	0.074	8050	1.3	4401	44	415	250	916	98344.69478	2580.627971
19041	0.062	8060	-0.59	19	54	439	272	928	98613.66323	2582.084636
19043	0.079	8070	-0.97	2167	14	485	282	970	98883.03243	2583.540316
19045	0.077	8080	-1.5	4014	79	322	56	792	99152.80248	2584.995012
19047	0.047	8090	-1.7	6080	17	491	202	933	99422.97347	2586.448727
19049	0.051	8100	0.51	2375	43	386	260	887	99693.5455	2587.901462
19051	0.101	8110	0.9	643	81	378	287	897	99964.51869	2589.353218
19053	0.066	8120	-0.73	8519	49	357	181	958	100235.8931	2590.803999
19055	0.068	8130	0.56	2594	57	466	260	978	100507.6689	2592.253806
19057	0.082	8140	1	9436	57	400	253	938	100779.8461	2593.70264
19059	0.058	8150	0.32	2189	42	398	262	914	101052.4248	2595.150503
19061	0.06	8160	0.38	3292	85	427	92	875	101325.4052	2596.597398
19063	0.086	8170	1.8	8617	87	420	31	876	101598.7873	2598.043326
19065	0.085	8180	-0.35	6751	76	423	235	883	101872.5713	2599.488289
19067	0.087	8190	0.58	1917	44	440	198	872	102146.7572	2600.932289
19069	0.07	8200	1.1	9659	10	359	9	856	102421.3451	2602.375328
19071	0.07	8210	0.98	3945	65	497	197	761	102696.3352	2603.817407
19073	0.063	8220	-0.72	8864	28	489	98	836	102971.7275	2605.258528
19075	0.049	8230	-0.49	5245	48	470	68	908	103247.5221	2606.698693
19077	0.056	8240	1.5	2371	76	474	256	882	103523.7191	2608.137904
19079	0.081	8250	1.8	5980	63	375	238	851	103800.3187	2609.576163
19081	0.09	8260	-0.14	8998	35	469	50	945	104077.3208	2611.013471
19083	0.06	8270	-1.3	9134	7	463	33	762	104354.7257	2612.44983
19085	0.044	8280	2.7	5627	53	305	8	784	104632.5334	2613.885242
19087	0.088	8290	-0.69	814	49	437	62	808	104910.7441	2615.319709
19089	0.086	8300	-0.67	1059	86	385	97	829	105189.3577	2616.753232
19091	0.062	8310	0.66	6516	66	425	195	943	105468.3744	2618.185814
19093	0.058	8320	0.54	9935	26	313	306	938	105747.7944	2619.617455
19095	0.058	8330	-0.17	6348	67	386	46	915	106027.6176	2621.048158
19097	0.077	8340	0.53	6066	17	365	217	914	106307.8442	2622.477925
19099	0.081	8350	0.25	8824	29	438	258	782	106588.4744	2623.906757
19101	0.087	8360	-0.27	5478	48	442	114	801	106869.5081	2625.334656
19103	0.044	8370	0.61	8033	78	485	273	846	107150.9455	2626.761624
19105	0.063	8380	0.26	5478	49	397	29	858	107432.7867	2628.187662
19107	0.071	8390	1.3	5280	62	326	8	948	107715.0318	2629.612772
19109	0.056	8400	1.9	1365	65	447	80	801	107997.6808	2631.036955
19111	0.114	8410	1.8	3426	97	490	129	854	108280.7339	2632.460215
19113	0.065	8420	-0.058	7816	59	441	160	835	108564.1912	2633.882551
19115	0.08	8430	-1.3	3768	20	423	88	942	108848.0528	2635.303967
19117	0.06	8440	-1	1220	21	410	190	938	109132.3187	2636.724463
19119	0.043	8450	-0.61	6181	98	313	183	930	109416.9891	2638.144041
19121	0.058	8460	-2.5	6908	56	452	65	914	109702.064	2639.562703
19123	0.077	8470	-0.39	8262	78	415	335	963	109987.5436	2640.980451
19125	0.057	8480	0.89	7566	92	383	160	908	110273.4279	2642.397286
19127	0.07	8490	-0.35	530	87	397	238	761	110559.717	2643.81321
19129	0.043	8500	-0.38	8830	48	345	43	782	110846.4111	2645.228225
19131	0.054	8510	0.86	6451	1	387	206	947	111133.5103	2646.642332
19133	0.071	8520	-0.39	8050	94	321	101	765	111421.0145	2648.055533
19135	0.075	8530	1	4243	8	336	242	929	111708.924	2649.467829
19137	0.087	8540	-2.3	1259	72	395	287	876	111997.2388	2650.879223
19139	0.089	8550	-1	1787	9	372	271	802	112285.959	2652.289715
19141	0.053	8560	1.2	6684	79	326	36	829	112575.0847	2653.699308
19143	0.054	8570	-0.075	2792	56	319	30	963	112864.616	2655.108003
19145	0.087	8580	0.097	86	35	300	144	975	113154.553	2656.515802
19147	0.07	8590	0.1	2901	10	303	161	800	113444.8958	2657.922706
19149	0.047	8600	-0.91	3543	83	418	176	799	113735.6444	2659.328717
19151	0.052	8610	-1.7	1445	41	359	321	802	114026.7991	2660.733836
19153	0.062	8620	-0.72	7319	92	318	156	963	114318.3598	2662.138065
19155	0.048	8630	0.21	6041	9	401	58	878	114610.3267	2663.541407
19157	0.066	8640	-1.4	8902	54	451	230	935	114902.6999	2664.943861
19159	0.053	8650	-0.52	6045	81	396	99	894	115195.4794	2666.345431
19161	0.047	8660	0.72	2670	85	450	102	936	115488.6654	2667.746117
19163	0.073	8670	1.5	1475	97	454	144	924	115782.2579	2669.14592
19165	0.039	8680	2.2	1728	22	392	63	924	116076.257	2670.544844
19167	0.041	8690	1.8	5927	72	371	282	901	116370.6629	2671.942889
19169	0.045	8700	1.8	6930	69	360	34	819	116665.4756	2673.340056
19171	0.066	8710	1.3	7008	70	495	226	981	116960.6952	2674.736348
19173	0.067	8720	0.083	6128	91	329	138	920	117256.3218	2676.131766
19175	0.06	8730	-1.1	5658	30	447	309	850	117552.3556	2677.526311
19177	0.08	8740	1.5	6704	64	434	13	917	117848.7965	2678.919985
19179	0.094	8750	0.72	257	3	363	98	975	118145.6447	2680.312789
19181	0.058	8760	-2.1	8362	49	326	266	832	118442.9004	2681.704726
19183	0.049	8770	0.48	1759	10	331	37	873	118740.5634	2683.095796
19185	0.064	8780	-0.85	949	9	323	317	780	119038.6341	2684.486001
19187	0.083	8790	0.13	2091	67	373	58	986	119337.1124	2685.875343
19189	0.091	8800	-0.36	9293	42	432	4	814	119635.9985	2687.263823
19191	0.058	8810	0.97	4594	38	405	55	836	119935.2925	2688.651443
19193	0.057	8820	-0.94	5506	20	420	76	878	120234.9943	2690.038203
19195	0.063	8830	1.4	9162	1	413	324	861	120535.1043	2691.424107
19197	0.084	8840	0.082	8668	17	451	90	892	120835.6223	2692.809154
20001	0.078	8850	-0.4	5709	65	408	37	970	121136.5486	2694.193347
20003	0.079	8860	-0.1	1654	53	432	197	959	121437.8831	2695.576688
20005	0.081	8870	0.95	5738	14	465	115	880	121739.6261	2696.959177
20007	0.051	8880	0.25	8314	76	377	233	766	122041.7776	2698.340816
20009	0.061	8890	-0.44	5256	59	407	18	954	122344.3377	2699.721606
20011	0.065	8900	-1.7	2681	63	385	176	894	122647.3064	2701.10155
20013	0.056	8910	0.85	6428	54	482	138	822	122950.6839	2702.480648
20015	0.072	8920	0.33	4243	7	343	244	862	123254.4703	2703.858902
20017	0.054	8930	0.81	834	6	318	346	769	123558.6656	2705.236314
20019	0.084	8940	-0.92	7128	52	416	126	892	123863.27	2706.612885
20021	0.085	8950	0.8	3655	17	377	95	754	124168.2836	2707.988616
20023	0.037	8960	-1.6	4372	69	340	228	817	124473.7063	2709.363508
20025	0.037	8970	-0.049	2210	35	315	237	865	124779.5384	2710.737564
20027	0.042	8980	0.64	1058	40	391	84	802	125085.7799	2712.110785
20029	0.045	8990	-0.04	4411	46	433	83	855	125392.4309	2713.483172
20031	0.057	9000	0.39	3777	13	488	330	917	125699.4915	2714.854727
20033	0.038	9010	0.8	7664	78	338	2	892	126006.9618	2716.22545
20035	0.076	9020	-0.33	1159	63	414	210	807	126314.8418	2717.595344
20037	0.081	9030	0.88	4372	94	480	106	754	126623.1318	2718.96441
20039	0.033	9040	1	1456	10	368	91	786	126931.8316	2720.332649
20041	0.051	9050	0.95	7457	45	309	282	901	127240.9416	2721.700063
20043	0.088	9060	-1.1	650	70	315	146	775	127550.4617	2723.066652
20045	0.054	9070	0.035	3830	64	489	192	802	127860.392	2724.43242
20047	0.044	9080	0.14	697	82	416	158	883	128170.7326	2725.797366
20049	0.11	9090	-1.8	6162	11	388	329	778	128481.4837	2727.161492
20051	0.036	9100	-0.41	4312	23	399	31	964	128792.6452	2728.524801
20053	0.041	9110	-1.1	6169	23	400	21	882	129104.2174	2729.887292
20055	0.043	9120	-0.4	7329	3	329	344	757	129416.2002	2731.248968
20057	0.038	9130	-0.77	3578	47	447	71	921	129728.5938	2732.609829
20059	0.071	9140	-0.3	8205	69	301	11	817	130041.3983	2733.969878
20061	0.069	9150	0.23	4244	54	347	106	939	130354.6137	2735.329115
20063	0.035	9160	-1	9770	2	372	44	786	130668.2402	2736.687543
20065	0.043	9170	0.89	8839	32	422	335	886	130982.2778	2738.045161
20067	0.042	9180	0.2	6353	81	404	141	808	131296.7266	2739.401973
20069	0.034	9190	-0.97	8554	85	479	78	856	131611.5867	2740.757978
20071	0.045	9200	0.66	3743	74	344	104	936	131926.8583	2742.113179
20073	0.072	9210	-1.6	7617	75	454	328	947	132242.5413	2743.467577
20075	0.042	9220	-0.49	4153	41	364	106	855	132558.6359	2744.821172
20077	0.056	9230	-0.33	1667	66	307	77	821	132875.1422	2746.173968
20079	0.074	9240	-1.5	2586	80	492	335	801	133192.0602	2747.525964
20081	0.037	9250	0.43	7658	97	414	221	873	133509.3901	2748.877162
20083	0.042	9260	-0.23	5008	59	474	296	924	133827.132	2750.227563
20085	0.06	9270	-0.77	1166	40	309	240	964	134145.2858	2751.577169
20087	0.067	9280	0.43	4232	98	399	281	932	134463.8518	2752.925982
20089	0.049	9290	-0.45	5369	95	352	245	783	134782.83	2754.274002
20091	0.068	9300	0.24	2258	98	486	48	823	135102.2204	2755.62123
20093	0.045	9310	-0.87	2601	56	301	301	907	135422.0233	2756.967669
20095	0.063	9320	-0.31	7519	96	406	203	897	135742.2386	2758.313319
20097	0.049	9330	-0.16	7110	37	305	25	852	136062.8665	2759.658182
20099	0.078	9340	-0.37	9523	79	331	312	898	136383.907	2761.002259
20101	0.034	9350	-0.83	9687	15	426	166	956	136705.3603	2762.345551
20103	0.073	9360	0.64	6752	55	303	293	846	137027.2264	2763.688059
20105	0.063	9370	-1.6	9167	28	352	99	784	137349.5054	2765.029786
20107	0.084	9380	1.1	6170	14	414	88	839	137672.1974	2766.370732
20109	0.04	9390	0.43	5825	18	308	243	750	137995.3025	2767.710898
20111	0.057	9400	2	9394	92	361	329	808	138318.8208	2769.050286
20113	0.051	9410	-0.78	858	31	460	87	822	138642.7524	2770.388896
20115	0.063	9420	0.61	6023	77	434	62	790	138967.0973	2771.726732
20117	0.049	9430	-0.2	4063	22	479	318	796	139291.8556	2773.063792
20119	0.042	9440	-0.5	3010	73	449	341	818	139617.0275	2774.40008
20121	0.068	9450	-1.3	4335	80	365	206	874	139942.613	2775.735596
20123	0.058	9460	0.79	9199	52	400	53	946	140268.6122	2777.070341
20125	0.094	9470	-0.65	1795	58	443	175	883	140595.0252	2778.404316
20127	0.068	9480	0.31	2930	86	409	104	768	140921.852	2779.737524
20129	0.047	9490	-1.1	1219	63	453	85	779	141249.0929	2781.069965
20131	0.043	9500	0.87	4233	36	319	277	983	141576.7477	2782.40164
20133	0.07	9510	0.17	5254	16	359	115	787	141904.8168	2783.73255
20135	0.04	9520	1.6	3578	19	400	83	944	142233.3	2785.062698
20137	0.047	9530	0.1	3996	27	345	316	889	142562.1976	2786.392083
20139	0.07	9540	1.9	2903	65	456	139	873	142891.5096	2787.720708
20141	0.044	9550	-1.8	6051	85	478	141	860	143221.236	2789.048574
20143	0.065	9560	1.5	1133	14	407	93	887	143551.3771	2790.375681
20145	0.037	9570	1.2	813	1	303	85	802	143881.9328	2791.702032
20147	0.06	9580	-0.11	287	100	486	187	818	144212.9032	2793.027626
20149	0.041	9590	-0.62	72	11	497	9	880	144544.2885	2794.352466
20151	0.053	9600	0.3	8236	34	363	229	790	144876.0887	2795.676553
20153	0.035	9610	-0.19	4956	93	379	98	854	145208.304	2796.999888
20155	0.063	9620	0.68	6731	4	439	85	940	145540.9343	2798.322471
20157	0.041	9630	-1.2	841	48	438	153	972	145873.9798	2799.644306
20159	0.051	9640	2.4	8361	60	300	59	869	146207.4405	2800.965391
20161	0.032	9650	-0.15	8759	37	301	135	843	146541.3167	2802.285729
20163	0.073	9660	-0.15	4148	61	375	331	785	146875.6082	2803.605322
20165	0.059	9670	0.24	6298	18	329	244	828	147210.3153	2804.924169
20167	0.046	9680	-0.66	2792	85	361	233	896	147545.438	2806.242272
20169	0.057	9690	-0.24	2831	80	434	248	974	147880.9764	2807.559633
20171	0.032	9700	1.2	5165	5	425	298	941	148216.9306	2808.876253
20173	0.088	9710	0.65	6513	3	494	267	870	148553.3007	2810.192133
20175	0.051	9720	0.25	2322	18	377	206	872	148890.0867	2811.507273
20177	0.064	9730	-1.2	8788	19	412	236	769	149227.2888	2812.821676
20179	0.032	9740	0.11	968	22	482	309	950	149564.907	2814.135342
20181	0.039	9750	-0.81	8148	26	305	273	954	149902.9414	2815.448273
20183	0.043	9760	-1.7	581	44	312	111	896	150241.3921	2816.760469
20185	0.061	9770	-1	9579	59	465	2	838	150580.2591	2818.071932
20187	0.034	9780	1.5	765	47	357	198	880	150919.5427	2819.382663
20189	0.053	9790	-0.28	5762	80	403	272	813	151259.2428	2820.692664
20191	0.09	9800	-0.5	9436	79	432	147	821	151599.3595	2822.001935
20193	0.036	9810	-0.83	6215	92	305	122	950	151939.893	2823.310477
20195	0.036	9820	-1.3	5797	16	396	108	840	152280.8433	2824.618292
20197	0.066	9830	-0.21	9761	44	305	328	849	152622.2105	2825.92538
20199	0.059	9840	2.1	2837	82	326	244	834	152963.9946	2827.231744
20201	0.045	9850	-1.9	2887	97	303	270	879	153306.1958	2828.537383
20203	0.035	9860	0.28	9033	76	429	192	773	153648.8142	2829.8423
20205	0.102	9870	2	7221	18	400	225	844	153991.8498	2831.146495
20207	0.089	9880	0.15	6210	42	445	43	905	154335.3027	2832.44997
20209	0.104	9890	0.38	6524	36	460	306	862	154679.173	2833.752725
21001	0.101	9900	-2.4	8758	68	357	342	863	155023.4608	2835.054762
21003	0.143	9910	-0.53	8976	6	331	35	863	155368.1662	2836.356081
21005	0.109	9920	0.37	7322	34	476	257	904	155713.2893	2837.656685
21007	0.102	9930	0.27	541	43	377	140	916	156058.83	2838.956573
21009	0.116	9940	-1.5	3830	77	325	117	775	156404.7886	2840.255748
21011	0.133	9950	-1.3	8748	36	461	345	889	156751.1651	2841.55421
21013	0.125	9960	-0.91	8731	86	347	10	771	157097.9596	2842.851961
21015	0.092	9970	-0.46	1169	11	475	233	913	157445.1722	2844.149001
21017	0.091	9980	-1.2	8568	27	397	308	773	157792.803	2845.445331
21019	0.083	9990	0.35	2160	64	413	249	751	158140.8519	2846.740953
21021	0.11	10000	0.65	4304	63	493	234	915	158489.3192	2848.035868
21023	0.102	10010	0.68	5776	47	401	121	847	158838.205	2849.330077
21025	0.1	10020	0.57	8723	33	306	178	950	159187.5092	2850.623581
21027	0.121	10030	0.88	3257	14	314	176	817	159537.232	2851.916381
21029	0.108	10040	0.54	5207	95	322	88	826	159887.3734	2853.208478
21031	0.137	10050	0.73	2909	70	404	327	859	160237.9336	2854.499873
21033	0.109	10060	0.43	700	100	500	167	975	160588.9127	2855.790568
21035	0.08	10070	0.27	3081	62	301	52	845	160940.3106	2857.080563
21037	0.107	10080	0.99	428	99	371	236	803	161292.1276	2858.369859
21039	0.091	10090	-0.32	3803	50	484	165	958	161644.3636	2859.658458
21041	0.124	10100	-2.3	7646	26	376	190	779	161997.0188	2860.946361
21043	0.135	10110	-0.36	9538	80	412	13	922	162350.0932	2862.233568
21045	0.102	10120	1.7	3388	90	324	222	816	162703.587	2863.52008
21047	0.129	10130	0.32	8956	40	316	146	897	163057.5001	2864.8059
21049	0.114	10140	-0.14	4002	13	321	323	814	163411.8328	2866.091028
21051	0.135	10150	0.013	6735	1	340	286	958	163766.585	2867.375464
21053	0.09	10160	1.1	2584	38	408	215	764	164121.7569	2868.65921
21055	0.108	10170	-1.1	3528	52	379	147	795	164477.3486	2869.942267
21057	0.13	10180	-0.05	8255	50	330	295	865	164833.36	2871.224637
21059	0.091	10190	-1.1	5455	28	386	52	905	165189.7914	2872.506319
21061	0.128	10200	-0.75	357	60	399	212	775	165546.6428	2873.787315
21063	0.126	10210	-0.83	3729	95	392	21	910	165903.9142	2875.067627
21065	0.129	10220	0.69	1186	67	486	82	935	166261.6058	2876.347255
21067	0.077	10230	1.7	6818	20	426	155	927	166619.7176	2877.6262
21069	0.122	10240	-0.21	2479	1	487	142	917	166978.2498	2878.904463
21071	0.124	10250	0.46	3087	67	412	1	790	167337.2023	2880.182046
21073	0.091	10260	-1.8	3796	16	491	67	956	167696.5754	2881.458949
21075	0.144	10270	-1.4	2453	36	479	285	937	168056.369	2882.735173
21077	0.111	10280	-1.4	7636	75	345	166	881	168416.5832	2884.01072
21079	0.119	10290	-1	6276	99	500	79	844	168777.2182	2885.28559
21081	0.101	10300	-0.19	1417	77	342	12	777	169138.274	2886.559784
21083	0.103	10310	0.78	8320	18	317	271	987	169499.7506	2887.833304
21085	0.164	10320	0.17	6412	39	388	257	916	169861.6483	2889.10615
21087	0.124	10330	-0.64	4891	46	496	141	821	170223.967	2890.378324
21089	0.098	10340	-0.42	8805	80	301	108	818	170586.7068	2891.649826
21091	0.136	10350	-0.93	495	2	446	125	958	170949.8679	2892.920657
21093	0.1	10360	0.87	1510	59	409	18	940	171313.4503	2894.190819
21095	0.125	10370	-0.4	962	4	432	188	818	171677.454	2895.460313
21097	0.111	10380	-0.45	6406	11	469	312	816	172041.8792	2896.729138
21099	0.106	10390	-0.043	5988	12	337	170	815	172406.726	2897.997298
21101	0.098	10400	-0.19	8661	29	307	289	885	172771.9944	2899.264791
21103	0.107	10410	-0.64	9948	87	459	215	924	173137.6844	2900.53162
21105	0.092	10420	-0.42	6458	39	335	237	767	173503.7963	2901.797786
21107	0.091	10430	-0.32	1294	58	471	156	937	173870.3301	2903.063289
21109	0.175	10440	-1.6	5114	34	403	123	794	174237.2857	2904.32813
21111	0.105	10450	1.2	3151	77	336	233	976	174604.6635	2905.59231
21113	0.088	10460	1.7	7671	81	360	134	979	174972.4633	2906.855831
21115	0.111	10470	1.5	6524	19	365	36	954	175340.6853	2908.118693
21117	0.1	10480	-0.4	8449	61	359	294	944	175709.3296	2909.380898
21119	0.12	10490	0.4	5547	11	480	86	919	176078.3963	2910.642445
21121	0.115	10500	0.026	7097	11	312	94	928	176447.8854	2911.903337
21123	0.107	10510	1.6	6416	3	356	70	935	176817.797	2913.163574
21125	0.101	10520	0.68	5655	27	441	44	927	177188.1312	2914.423157
21127	0.131	10530	-0.17	7647	88	425	13	812	177558.888	2915.682087
21129	0.123	10540	-0.53	8383	1	303	349	918	177930.0677	2916.940365
21131	0.137	10550	-1	7563	26	315	215	878	178301.6701	2918.197993
21133	0.12	10560	-1.5	8932	40	319	63	815	178673.6955	2919.45497
21135	0.151	10570	-1.7	6662	84	457	270	869	179046.1439	2920.711298
21137	0.121	10580	2	816	73	336	91	772	179419.0153	2921.966978
21139	0.098	10590	-1.6	9891	41	481	137	942	179792.31	2923.22201
21141	0.104	10600	0.63	7380	3	481	277	966	180166.0278	2924.476397
21143	0.122	10610	0.85	3166	51	418	151	975	180540.169	2925.730138
21145	0.091	10620	2.2	7624	37	314	342	956	180914.7335	2926.983235
21147	0.133	10630	0.55	7066	29	381	331	874	181289.7216	2928.235688
21149	0.106	10640	-0.74	5391	42	492	331	915	181665.1332	2929.487499
21151	0.087	10650	0.93	2999	34	411	75	928	182040.9684	2930.738668
21153	0.214	10660	0.48	8167	54	430	101	767	182417.2273	2931.989197
21155	0.129	10670	-0.06	1107	52	472	272	800	182793.9101	2933.239086
21157	0.107	10680	0.74	2988	31	416	318	920	183171.0167	2934.488336
21159	0.124	10690	0.6	633	18	447	132	890	183548.5472	2935.736948
21161	0.111	10700	0.093	8575	32	372	61	859	183926.5018	2936.984923
21163	0.124	10710	-0.66	1836	44	437	299	879	184304.8805	2938.232263
21165	0.147	10720	-0.08	4237	89	459	117	766	184683.6834	2939.478967
21167	0.108	10730	-0.12	3545	24	425	135	835	185062.9106	2940.725037
21169	0.158	10740	1.5	3140	8	338	198	798	185442.5621	2941.970474
21171	0.14	10750	0.48	8055	17	308	324	915	185822.6381	2943.215278
21173	0.126	10760	-1.2	8903	18	470	273	874	186203.1385	2944.459451
21175	0.145	10770	0.19	1786	60	443	23	954	186584.0636	2945.702993
21177	0.107	10780	-1.2	5376	73	405	76	844	186965.4133	2946.945906
21179	0.115	10790	0.9	6702	7	422	100	834	187347.1877	2948.18819
21181	0.125	10800	1	7329	41	439	165	808	187729.387	2949.429846
21183	0.094	10810	0.13	1657	57	468	89	801	188112.0112	2950.670875
21185	0.086	10820	1.1	996	37	372	327	967	188495.0604	2951.911278
21187	0.101	10830	-1.4	5462	46	466	192	773	188878.5346	2953.151056
21189	0.112	10840	-0.48	3772	39	431	44	987	189262.4339	2954.39021
21191	0.117	10850	-0.015	5119	67	359	122	794	189646.7585	2955.628741
21193	0.125	10860	1.1	1998	97	477	283	941	190031.5084	2956.866648
21195	0.107	10870	0.6	3709	46	457	273	964	190416.6836	2958.103935
21197	0.167	10880	1.1	6295	43	428	250	851	190802.2843	2959.3406
21199	0.1	10890	0.14	8767	41	300	324	843	191188.3105	2960.576646
21201	0.096	10900	0.2	3567	92	382	347	976	191574.7623	2961.812073
21203	0.128	10910	0.35	793	96	311	174	783	191961.6399	2963.046882
21205	0.086	10920	0.017	7135	81	446	98	866	192348.9431	2964.281073
